ID,Lieu,Latitude,Longitude,X,Y,Type,Arrondissement,Zone active
VBB017,Bibliothèque de Saint-Charles,45.47905,-73.56375,299816.074410384,5037682.4567112,Bibliothèque,Le Sud-Ouest,x
VBB018,Bibliothèque de Saint-Henri,45.47276,-73.58898,297842.838633089,5036985.32367023,Bibliothèque,Le Sud-Ouest,x
VBB019,Bibliothèque de Saint-Léonard,45.58665,-73.59719,297216.236663813,5049642.77815967,Bibliothèque,Saint-Léonard,x
VBB020,Bibliothèque de Saint-Michel,45.56235,-73.60041,296961.599314049,5046942.58278741,Bibliothèque,Villeray-Saint-Michel-Parc-Extension,x
VBB021,Bibliothèque de Saint-Pierre,45.44593,-73.65285,292843.306794131,5034011.22893175,Bibliothèque,Lachine,x
VBB022,Bibliothèque de Salaberry,45.53466,-73.70386,288878.068886045,5043880.66583504,Bibliothèque,Ahuntsic-Cartierville,x
VBB023,Bibliothèque de Verdun,45.4486,-73.57791,298705.776693148,5034299.53229093,Bibliothèque,Verdun,x
VBB024,Bibliothèque d'Hochelaga,45.54237,-73.54527,301264.792771862,5044718.26902863,Bibliothèque,Mercier-Hochelaga-Maisonneuve,x
VBB025,Bibliothèque du Haut-Anjou,45.60118,-73.57559,298903.212692077,5051255.71472674,Bibliothèque,Anjou,x
VBB026,Bibliothèque du Plateau-Mont-Royal,45.52492,-73.58259,298348.418943319,5042781.35256395,Bibliothèque,Le Plateau-Mont-Royal,x
VBB027,Bibliothèque du Vieux Saint-Laurent,45.51269,-73.67656,291004.892532224,5041434.06850315,Bibliothèque,Saint-Laurent,x
VBB028,Bibliothèque Frontenac,45.53292,-73.5517,300761.987386624,5043668.38276764,Bibliothèque,Ville-Marie,x
VBB029,Bibliothèque Georges-Vanier,45.48358,-73.5751,298929.210704209,5038186.64251549,Bibliothèque,Le Sud-Ouest,x
VBB030,Bibliothèque Henri-Bourassa,45.60467,-73.6252,295033.734759053,5051648.41206545,Bibliothèque,Montréal-Nord,x
VBB031,Bibliothèque Interculturelle,45.5033,-73.63691,294101.074771389,5040384.50645917,Bibliothèque,Côte-des-Neiges-Notre-Dame-de-Grâce,x
VBB032,Bibliothèque Langelier,45.5817,-73.54408,301360.12274546,5049089.02495234,Bibliothèque,Mercier-Hochelaga-Maisonneuve,x
VBB033,Bibliothèque Le Prévost,45.544,-73.61461,295850.179190457,5044904.80547298,Bibliothèque,Villeray-Saint-Michel-Parc-Extension,x
VBB034,Bibliothèque l'Octogone,45.42442,-73.62361,295126.931947178,5031616.90834411,Bibliothèque,LaSalle,x
VBB035,Bibliothèque Maisonneuve,45.5506,-73.54061,301629.162415485,5045632.68531192,Bibliothèque,Mercier-Hochelaga-Maisonneuve,x
VBB036,Bibliothèque Marie-Uguay,45.45772,-73.59555,297327.157116615,5035314.52192122,Bibliothèque,Le Sud-Ouest,x
VBB037,Bibliothèque Mordecai-Richler,45.52153,-73.60165,296859.055572154,5042406.3269919,Bibliothèque,Le Plateau-Mont-Royal,x
BB8135,Bibliothèque Père-Ambroise,45.523,-73.56277,299896.506603507,5042566.57983168,Bibliothèque,Ville-Marie,x
VBB039,Bibliothèque Rivière-des-Prairies,45.65,-73.57904,298639.427510074,5056681.48172324,Bibliothèque,Rivière-des-Prairies-Pointe-aux-Trembles,x
VBB040,Bibliothèque Robert-Bourassa,45.51775,-73.6085,296323.362880093,5041986.95273172,Bibliothèque,Outremont,x
VBB041,Bibliothèque Rosemont,45.55184,-73.58226,298377.26267228,5045772.97753667,Bibliothèque,Rosemont-La Petite-Patrie,x
VBB042,Bibliothèque Saul-Bellow,45.4401,-73.6918,289794.897284516,5033369.87512751,Bibliothèque,Lachine,x
BB3086,Bibliothèque Yves-Ryan,45.59646,-73.63139,294549.386978342,5050736.7876547,Bibliothèque,Montréal-Nord,x
CS0631,Stade de soccer de Montréal,45.5621,-73.63882,293963.115226458,5046919.2694327,Centre sportif,Villeray-Saint-Michel-Parc-Extension,x
VHV001,Hôtel de ville de Montréal,45.50892,-73.55433,300554.767529239,5041001.37818965,Hôtel de Ville de Montréal,Ville-Marie,x
AR0315,Aréna d'Ahuntsic,45.55752,-73.66406,291991.732059631,5046414.00520209,Aréna,Ahuntsic-Cartierville,x
AR3089,Aréna Garon,45.59484,-73.63777,294051.331235543,5050557.58860166,Aréna,Montréal-Nord,x
ZAR003,Aréna Henri-Bourassa,45.6164,-73.62118,295349.286318417,5052951.51558781,Aréna,Montréal-Nord,x
AR0450,Aréna Maurice-Richard,45.56246,-73.54732,301106.021319688,5046950.9923484,Aréna,Mercier-Hochelaga-Maisonneuve,x
ZAR005,Aréna Raymond-Bourque,45.50776,-73.70113,289083.800495733,5040890.70850273,Aréna,Saint-Laurent,x
AR0528,Aréna René-Masson,45.65136,-73.57809,298713.620156688,5056832.55051138,Aréna,Rivière-des-Prairies-Pointe-aux-Trembles,x
ZCC001,Centre communautaire Albert-Gariépy,45.44509,-73.67097,291425.67112603,5033920.73453618,Centre communautaire,Lachine,x
ZCC002,Centre communautaire Anjou,45.60642,-73.56383,299821.075600161,5051837.25133435,Centre communautaire,Anjou,x
ZCC003,Centre communautaire du Plateau,45.53972,-73.57605,298860.854004592,5044425.58765141,Centre communautaire,Le Plateau-Mont-Royal,x
CC0373,Centre communautaire Henri-Julien,45.54785,-73.64941,293133.466196098,5045337.13023236,Centre communautaire,Ahuntsic-Cartierville,x
ZCC005,Centre communautaire La Maison du Brasseur,45.43354,-73.68996,289937.12408176,5032640.5259315,Centre communautaire,Lachine,x
ZCC006,Centre communautaire Roussin,45.64097,-73.49023,305561.620251453,5055674.95606726,Centre communautaire,Rivière-des-Prairies-Pointe-aux-Trembles,x
ZCC007,Centre de loisirs communautaire de Montréal-Nord,45.60158,-73.62318,295190.777982612,5051304.76877186,Centre communautaire,Montréal-Nord,x
ZCC008,Centre de loisirs communautaires Lajeunesse,45.54035,-73.61747,295626.25005001,5044499.4992527,Centre communautaire,Villeray-Saint-Michel-Parc-Extension,x
ZCC009,Centre de loisirs communautaires St-Michel,45.56173,-73.60126,296895.158016457,5046873.76454881,Centre communautaire,Villeray-Saint-Michel-Parc-Extension,x
ZCC010,Centre de loisirs Monseigneur Pigeon,45.46287,-73.58445,298195.875120368,5035885.86774647,Centre communautaire,Le Sud-Ouest,x
ZCC012,Centre des loisirs de Saint-Laurent,45.51429,-73.69103,289874.735534693,5041614.46492557,Centre communautaire,Saint-Laurent,x
ZCP001,Chalet du parc Caron,45.52103,-73.67168,291388.161406156,5042360.07236663,Parc,Saint-Laurent,x
ZLD002,Conseil des arts de Montréal,45.52271,-73.56536,299694.153657804,5042534.5132993,Lieu,Ville-Marie,x
ZLD003,Café Internet bibliothèque d'Ahuntsic,45.55333,-73.66227,292130.53698007,5045948.08004712,Lieu,Ahuntsic-Cartierville,x
ZLD004,Espace pour la vie - Biodôme,45.55964,-73.54966,300923.15810514,5046637.71154394,Lieu,Mercier-Hochelaga-Maisonneuve,x
ZLD005,Centre d'Histoire de Montréal,45.50107,-73.55579,300440.080264805,5040129.08172408,Lieu,Ville-Marie,x
ZLD006,Espace pour la vie - Insectarium,45.56116,-73.55801,300271.414939014,5046807.06890333,Lieu,Rosemont-La Petite-Patrie,x
ZLD007,Espace pour la vie - Jardin botanique,45.55691,-73.55646,300392.084310941,5046334.67335458,Lieu,Rosemont-La Petite-Patrie,x
ZLD008,Espace pour la vie - Jardin botanique - Hall,45.55652,-73.55633,300402.203181429,5046291.32492113,Lieu,Rosemont-La Petite-Patrie,x
ZLD009,Espace pour la vie - Planétarium,45.56074,-73.55074,300838.922285848,5046760.00905751,Lieu,Mercier-Hochelaga-Maisonneuve,x
ZLD010,Lachine - Port de plaisance,45.42975,-73.67589,291037.069742984,5032216.84268027,Lieu,Lachine,x
ZLD011,Marché public de Lachine,45.43503,-73.68053,290675.319080278,5032804.4088428,Lieu,Lachine,x
ZLD012,Office de consultation publique de Montréal - OCPM,45.50099,-73.57375,299036.520250174,5040121.32298423,Lieu,Ville-Marie,x
ZLD013,Tourisme Montreal - Place Jacques-Cartier,45.50802,-73.55407,300575.016053866,5040901.34694084,Lieu,Ville-Marie,x
ZMA001,St Laurent - Mairie d'arrondissement,45.50729,-73.68263,290529.262572038,5040835.02370137,Mairie d'arrondissement,Saint-Laurent,x
ZMC001,Maison culturelle et communautaire de Montréal-Nord,45.6164,-73.62086,295374.242815271,5052951.47791516,Lieu,Montréal-Nord,x
ZMC002,Maison de la culture Frontenac,45.53292,-73.5517,300761.987386624,5043668.38276764,Lieu,Ville-Marie,x
ZPA001,Belvédère du Mont-Royal,45.50381,-73.58736,297973.254859017,5040435.77753343,Parc,Ville-Marie,x
ZPA002,Carré Saint-Louis,45.51625,-73.57069,299277.148368668,5041816.96097022,Parc,Le Plateau-Mont-Royal,x
ZPA003,Parc Alexis Carrel,45.64532,-73.58848,297903.076327905,5056162.14696003,Parc,Rivière-des-Prairies-Pointe-aux-Trembles,x
ZPA004,Parc Armand-Bombardier,45.63829,-73.5964,297284.780773219,5055381.59273758,Parc,Rivière-des-Prairies-Pointe-aux-Trembles,x
ZPA005,Parc Basile-Routhier,45.55893,-73.67257,291327.687971501,5046572.09414786,Parc,Ahuntsic-Cartierville,x
ZPA006,Parc Carignan,45.60988,-73.61612,295742.8614862,5052226.34673712,Parc,Montréal-Nord,x
ZPA007,Parc Charles-S.-Campbell,45.5207,-73.55243,300704.084202894,5042310.39944018,Parc,Ville-Marie,x
ZPA008,Parc Clémentine de la Rousselière,45.66836,-73.49309,305338.406447708,5058718.8782418,Parc,Rivière-des-Prairies-Pointe-aux-Trembles,x
ZPA009,Parc d'Ahuntsic,45.55496,-73.66549,291879.504398673,5046129.73772334,Parc,Ahuntsic-Cartierville,x
ZPA010,Parc Daniel-Johnson,45.65028,-73.4997,304823.382623361,5056709.56052118,Parc,Rivière-des-Prairies-Pointe-aux-Trembles,x
ZPA012,Parc des Faubourgs,45.52813,-73.55798,300271.10550799,5043136.40017527,Parc,Ville-Marie,x
ZPA013,Parc du Vieux-Moulin,45.63482,-73.49291,305352.761344198,5054991.46534682,Parc,Rivière-des-Prairies-Pointe-aux-Trembles,x
ZPA014,Parc Gilbert-Layton,45.46539,-73.64965,293097.652505139,5036173.33934498,Parc,Côte-des-Neiges-Notre-Dame-de-Grâce,x
ZPA015,Parc Henri-Bourassa,45.61579,-73.62264,295235.318599645,5052883.89778753,Parc,Montréal-Nord,x
ZPA016,Parc Henri-Julien,45.54764,-73.65062,293038.940738677,5045313.96923361,Parc,Ahuntsic-Cartierville,x
ZPA017,Parc Jean Brillant,45.49771,-73.61979,295438.002422053,5039761.14958354,Parc,Côte-des-Neiges-Notre-Dame-de-Grâce,x
ZPA018,Parc Kent,45.50541,-73.63189,294493.751097656,5040618.33546966,Parc,Côte-des-Neiges-Notre-Dame-de-Grâce,x
ZPA019,Parc Lacordaire,45.61684,-73.63085,294595.211991608,5053001.59938686,Parc,Montréal-Nord,x
ZPA020,Parc Lafontaine - Chalet Restaurant - Espace Lafontaine,45.52509,-73.56991,299338.943287056,5042799.3042249,Parc,Le Plateau-Mont-Royal,x
ZPA021,Parc Maria-Goretti,45.69162,-73.48781,305749.414716526,5061303.90300197,Parc,Rivière-des-Prairies-Pointe-aux-Trembles,x
ZPA022,Parc Marie-Claire-Daveluy,45.64899,-73.56772,299521.641346028,5056568.42899669,Parc,Rivière-des-Prairies-Pointe-aux-Trembles,x
ZPA023,Parc Notre-Dame-de-Grâce,45.47391,-73.61513,295798.407568307,5037115.71941278,Parc,Côte-des-Neiges-Notre-Dame-de-Grâce,x
ZPA024,Parc Oscar,45.58239,-73.64834,293224.112258007,5049175.4641909,Parc,Montréal-Nord,x
ZPA025,Parc Ottawa,45.5814,-73.64226,293698.377133373,5049064.58407679,Parc,Montréal-Nord,x
ZPA026,Parc Pasquale-Gattuso,45.63579,-73.57633,298849.147358012,5055102.0738084,Parc,Rivière-des-Prairies-Pointe-aux-Trembles,x
ZPA027,Parc Pierre Blanchet,45.62792,-73.6038,296706.393815743,5054229.86377204,Parc,Rivière-des-Prairies-Pointe-aux-Trembles,x
ZPA028,Parc René-Masson,45.65335,-73.57963,298593.8114652,5057053.82413262,Parc,Rivière-des-Prairies-Pointe-aux-Trembles,x
ZPA029,Parc Richelieu,45.66386,-73.50493,304415.838426627,5058218.76527836,Parc,Rivière-des-Prairies-Pointe-aux-Trembles,x
ZPA030,Parc Saint-Georges,45.65382,-73.49261,305375.955669248,5057102.99929541,Parc,Rivière-des-Prairies-Pointe-aux-Trembles,x
ZPA031,Parc Saint-Jean-Baptiste,45.6413,-73.49923,304860.024989854,5055711.58388217,Parc,Rivière-des-Prairies-Pointe-aux-Trembles,x
ZPA032,Parc Saint-Laurent,45.6062,-73.62888,294746.948503896,5051818.89956396,Parc,Montréal-Nord,x
ZPA033,Parc Samuel-Morse,45.6397,-73.58472,298195.504094545,5055537.26153336,Parc,Rivière-des-Prairies-Pointe-aux-Trembles,x
ZPA034,Parc Sir-Wilfrid-Laurier,45.53106,-73.58598,298084.337185329,5043463.97474491,Parc,Le Plateau-Mont-Royal,x
ZPA035,Parc St-Viateur,45.52114,-73.60605,296515.268330304,5042363.43049421,Parc,Outremont,x
ZPL001,Place Chabanel,45.54097,-73.65347,292814.983239558,5044573.14506335,Place publique,Ahuntsic-Cartierville,x
ZPL002,Place du Citoyen,45.64054,-73.48916,305645.038554722,5055627.1795239,Place publique,Rivière-des-Prairies-Pointe-aux-Trembles,x
ZPL003,Place du Village-du-Vieux-Pointe-aux-Trembles,45.63958,-73.48907,305652.069108562,5055520.49263247,Place publique,Rivière-des-Prairies-Pointe-aux-Trembles,x
ZPL005,Place Simon-Valois,45.54684,-73.54361,301394.694732338,5045214.95419821,Place publique,Mercier-Hochelaga-Maisonneuve,x
ZPL006,Square Cabot,45.5078,-73.56562,299672.488880321,5040877.57065817,Place publique,Ville-Marie,x
5QA01,Rue Sainte-Catherine / rue Saint-Urbain #1,45.50887,-73.56464,299749.161244397,5040996.41830141,Intersection,Ville-Marie,x
5QA02,Rue Sainte-Catherine / rue Saint-Urbain #2,45.50842,-73.56502,299719.428330383,5040946.43349702,Intersection,Ville-Marie,x
5QA03,Rue Sainte-Catherine O / escalier de la Place des Spectacles,45.50764,-73.56588,299652.158037581,5040859.80639565,Intersection,Ville-Marie,x
5QA04,Rue Sainte-Catherine O / rue Jeanne-Mance,45.50716,-73.56604,299639.611830463,5040806.47398534,Intersection,Ville-Marie,x
5QA05,Rue Sainte-Catherine O / rue Balmoral,45.50679,-73.56662,299594.256328091,5040765.39310167,Intersection,Ville-Marie,x
5QA06,Rue Mayor / rue Balmoral,45.50888,-73.568,299486.618588522,5040997.74639368,Intersection,Ville-Marie,x
5QA07,Boul. de Maisonneuve O / rue Balmoral,45.50774,-73.56842,299453.692724476,5040871.08538513,Intersection,Ville-Marie,x
BA8619,Bureau Accès Montréal,45.544332,-73.581674,298422.167643464,5044938.55646659,Bureau Accès Montréal,Rosemont-La Petite-Patrie,x
VB4415,Centre communautaire de l'Est,45.504826,-73.784075,282601.366449581,5040584.22805469,Centre communautaire,Pierrefonds-Roxboro,x
VB0012,Mairie d'arrondissement,45.507859,-73.555151,300490.535345556,5040883.51234748,Mairie d'arrondissement,Ville-Marie,x
VB3405,École de Cirque (Studios A et B),45.453639,-73.565007,299715.519204225,5034858.61670433,Maison de la culture,Verdun,x
MC0371,Maison de la culture Pierre-Chartrand,45.642392,-73.59885,297094.344261942,5055837.69368404,Maison de la culture,Rivière-des-Prairies-Pointe-aux-Trembles,x
MC8609,Maison de la culture du Plateau Mont-Royal,45.52482,-73.582367,298365.827359091,5042770.22157882,Maison de la culture,Le Plateau-Mont-Royal,x
VB0709,Maison de la culture,45.496062,-73.622118,295255.782878053,5039578.28067337,Maison de la culture,Côte-des-Neiges-Notre-Dame-de-Grâce,x
VB8064,Bureau Accès Montréal,45.483996,-73.630965,294562.153734613,5038238.47238662,Bureau Accès Montréal,Côte-des-Neiges-Notre-Dame-de-Grâce,x
VB8142,Bureau Accès Montréal Ahuntsic-Cartierville,45.538256,-73.655599,292648.137471198,5044271.8550499,Bureau Accès Montréal,Ahuntsic-Cartierville,x
VB0575,Centre Patro Le Prevost,45.543887,-73.614577,295852.738214058,5044892.24395842,Centre communautaire,Villeray-Saint-Michel-Parc-Extension,x
VB3134,Maison de la culture de Verdun,45.448555,-73.577904,298706.241175594,5034294.53101189,Maison de la culture,Verdun,x
VB3235,Centre communautaire et Pavillon des Baigneurs,45.457204,-73.54731,301099.91184604,5035253.82670958,Centre communautaire,Verdun,x
VB0104,Maison de la culture Rosemont-La Petite-Patrie,45.547385,-73.598256,297127.712938349,5045279.29168468,Maison de la culture,Rosemont-La Petite-Patrie,x
VB8163,Bureau Accès Montréal,45.584925,-73.541355,301572.958730925,5049447.31261185,Bureau Accès Montréal,Mercier-Hochelaga-Maisonneuve,x
VB0978,Maison de la culture Ahuntsic-Cartierville,45.553362,-73.662633,292102.202442022,5045951.69362187,Maison de la culture,Ahuntsic-Cartierville,x
VB0001,Bureau Accès Montréal,45.508855,-73.554206,300564.45175456,5040994.14815361,Bureau Accès Montréal,Ville-Marie,x
AR0608,Aréna Michel-Normandin,45.551298,-73.637442,294068.631909268,5045718.64140054,Aréna,Ahuntsic-Cartierville,x
MA8142,Mairie d'arrondissement Ahuntsic-Cartierville,45.539281,-73.653427,292817.982516329,5044385.43802762,Mairie d'arrondissement,Ahuntsic-Cartierville,x
CC0256,Centre communautaire Saint-Raymond,45.469514,-73.608238,296336.609833746,5036626.44361905,Centre communautaire,Côte-des-Neiges-Notre-Dame-de-Grâce,x
AR0297,Aréna Doug-Harvey,45.471344,-73.638619,293961.39701593,5036833.45941764,Aréna,Côte-des-Neiges-Notre-Dame-de-Grâce,x
AR0610,Aréna Bill-Durnan,45.494824,-73.644694,293491.092175727,5039443.63135453,Aréna,Côte-des-Neiges-Notre-Dame-de-Grâce,x
BA3018,Bureau d'arrondissement de Lachine,45.433115,-73.680907,290645.343853221,5032591.66282605,Bureau d'arrondissement,Lachine,x
CC3052,Centre Fernand-Lapointe,45.442798,-73.650159,293053.160305606,5033662.77518702,Centre communautaire,Lachine,x
AR3130,Aréna Martin-Lapointe,45.442798,-73.650159,293053.160305606,5033662.77518702,Aréna,Lachine,x
BA3068,Bureau d'arrondissement de Lasalle,45.42799,-73.661543,292159.291904707,5032018.90060314,Bureau d'arrondissement,LaSalle,x
AR3073,Aréna Jacques-Lemaire,45.418168,-73.622294,295228.858886794,5030921.97308356,Aréna,LaSalle,x
CS3072,Centre sportif Dollard St-Laurent,45.422127,-73.629032,294702.226004248,5031362.75605347,Centre sportif,LaSalle,x
CS0087,Centre sportif Pierre-Charbonneau,45.563244,-73.548657,301001.70285972,5047038.18198833,Centre sportif,Mercier-Hochelaga-Maisonneuve,x
MC0098,Maison de la culture Maisonneuve,45.548129,-73.547363,301101.724671678,5045358.36859657,Maison de la culture,Mercier-Hochelaga-Maisonneuve,x
AR0480,Aréna Clément-Jetté,45.601697,-73.516424,303518.773041949,5051310.52217912,Aréna,Mercier-Hochelaga-Maisonneuve,x
MC0811,Maison de la culture Mercier,45.595374,-73.523879,302937.003471783,5050607.97841132,Maison de la culture,Mercier-Hochelaga-Maisonneuve,x
CS8161,Centre de loisirs Sainte-Claire,45.601692,-73.512871,303795.940474697,5051309.9158901,Centre communautaire,Mercier-Hochelaga-Maisonneuve,x
BA3084,Bureau d'arrondissement de Montréal-Nord,45.594234,-73.637581,294065.961283891,5050490.21712958,Bureau d'arrondissement,Montréal-Nord,x
CC3096,Centre communautaire intergénérationnel,45.519871,-73.619379,295473.783941711,5042223.86704907,Centre communautaire,Outremont,x
BA3100,Bureau d'arrondissement de Pierrefonds,45.495245,-73.848035,277598.69176526,5039539.15403096,Bureau d'arrondissement,Pierrefonds-Roxboro,x
CC3974,Carrefour des Ainés de Pierrefonds,45.495354,-73.850801,277382.562942585,5039552.20750707,Centre communautaire,Pierrefonds-Roxboro,x
CC0065,Centre culturel Calixa-Lavallée,45.527078,-73.569281,299388.268579903,5043020.18995253,Centre communautaire,Le Plateau-Mont-Royal,x
CC0159,Centre Saint-Denis,45.527922,-73.589215,297831.272685673,5043115.52132206,Centre communautaire,Le Plateau-Mont-Royal,x
AR0609,Aréna Saint-Louis,45.528216,-73.605488,296560.205398684,5043149.73501091,Aréna,Le Plateau-Mont-Royal,x
CC0976,Centre du Plateau,45.53991,-73.576013,298863.763523617,5044446.69984472,Centre communautaire,Le Plateau-Mont-Royal,x
LD0981,Espace pour la vie - Pavillon du Jardin Japonais,45.559834,-73.563065,299876.677559987,5046660.00608198,Lieu,Rosemont-La Petite-Patrie,x
BA8061,Bureau d'arrondissement du Plateau Mont-Royal,45.52512,-73.591156,297679.304538953,5042804.30269534,Bureau d'arrondissement,Le Plateau-Mont-Royal,x
CA0321,Centre récréatif Rivières-des-Prairies,45.627087,-73.594855,297403.753493415,5054136.42574606,Centre sportif,Rivière-des-Prairies-Pointe-aux-Trembles,x
MC0986,Maison de la culture Pointes-aux-Trembles,45.667954,-73.494851,305201.197516833,5058673.74762274,Maison de la culture,Rivière-des-Prairies-Pointe-aux-Trembles,x
BA1043,Bureau d'arrondissement et Maison du Citoyen,45.640523,-73.488992,305658.135352722,5055625.29204509,Bureau d'arrondissement,Rivière-des-Prairies-Pointe-aux-Trembles,x
CS2621,Complexe sportif Marie-Victorin,45.618936,-73.609257,296279.533889084,5053232.01182052,Centre sportif,Rivière-des-Prairies-Pointe-aux-Trembles,x
CS8070,Centre Mainbourg,45.671056,-73.509648,304048.292904834,5059018.51688352,Centre sportif,Rivière-des-Prairies-Pointe-aux-Trembles,x
BA8634,Bureau d'accès Montréal,45.641272,-73.576081,298869.138311618,5055711.28721997,Bureau d'accès Montréal,Rivière-des-Prairies-Pointe-aux-Trembles,x
AR0763,Aréna Rodrigue-Gilbert,45.651313,-73.495109,305181.207695049,5056824.37289523,Aréna,Rivière-des-Prairies-Pointe-aux-Trembles,x
CS0183,Centre Rosemont,45.554595,-73.576709,298810.969046751,5046078.71551336,Centre sportif,Rosemont-La Petite-Patrie,x
LD0376,Piscine municipale Saint-Denis,45.54038,-73.611892,296061.865287602,5044502.21087432,Lieu,Rosemont-La Petite-Patrie,x
LD2454,Espace pour la vie - Maison de l'Arbre du Jardin botanique,45.564478,-73.570278,299314.029188725,5047176.56928643,Lieu,Rosemont-La Petite-Patrie,x
LD2030,Kiosque de perceptions des départs,45.569445,-73.557931,300278.246853423,5047727.79066175,Lieu,Rosemont-La Petite-Patrie,x
BB0850,Bibliothèque du Boisé,45.504146,-73.705375,288751.071385763,5040489.92212219,Bibliothèque,Saint-Laurent,x
LD3114,Cour municipale Saint-Laurent,45.512623,-73.677971,290894.630815021,5041426.86608009,Cour municipale,Saint-Laurent,x
BA3144,Mairie d'arrondissement de Saint-Léonard,45.586383,-73.596793,297247.178879953,5049613.06842445,Bureau d'arrondissement,Saint-Léonard,x
AR3149,Aréna Roberto-Luongo,45.574026,-73.594896,297393.578540639,5048239.63344059,Aréna,Saint-Léonard,x
CS0266,Centre sportif Saint-Charles,45.479171,-73.563394,299843.916822176,5037695.88142664,Centre sportif,Le Sud-Ouest,x
BA8124,Bureau d'arrondissement du Sud-Ouest,45.482539,-73.582826,298325.127175714,5038071.54959528,Bureau d'arrondissement,Le Sud-Ouest,x
CS0154,Complexe Gadbois,45.46607,-73.595561,297327.399966905,5036242.45583658,Centre sportif,Le Sud-Ouest,x
MA3132,Mairie d'arrondissement de Verdun,45.459233,-73.57312,299081.531554959,5035480.82070427,Mairie d'arrondissement,Verdun,x
BA8062,Bureau d'arrondissement Ville-Marie,45.509506,-73.566186,299628.418177839,5041067.19575453,Bureau Accès Montréal,Ville-Marie,x
AR0601,Aréna Camilien-Houde,45.519819,-73.559675,300138.020414607,5042212.88825323,Aréna,Ville-Marie,x
LD4153,Chapelle historique du Bon-Pasteur,45.513275,-73.568575,299442.106284396,5041486.20379872,Lieu,Ville-Marie,x
AR0064,Aréna Howie-Morenz,45.534208,-73.644497,293514.364014382,5043820.37562119,Aréna,Villeray-Saint-Michel-Parc-Extension,x
AR0196,Aréna Saint-Michel,45.565255,-73.606912,296454.457691308,5047266.07599849,Aréna,Villeray-Saint-Michel-Parc-Extension,x
MC8027,Centre Jean-Marie Gauvreau,45.541745,-73.613319,295950.638770613,5044654.06133096,Maison de la culture,Villeray-Saint-Michel-Parc-Extension,x
CC8742,Centre communautaire William-Hingston,45.53138,-73.628858,294735.310946962,5043504.01750533,Centre communautaire,Villeray-Saint-Michel-Parc-Extension,x
CS0110,Centre sportif Père-Marquette,45.541093,-73.595677,297328.259837573,5044579.81028552,Centre sportif,Rosemont-La Petite-Patrie,x
BB0240,Bibliothèque Marc-Favreau,45.531715,-73.594532,297416.449553499,5043537.51648673,Bibliothèque,Rosemont-La Petite-Patrie,x
CS0095,Complexe sportif Claude-Robillard,45.553278,-73.637584,294057.921863116,5045938.70066911,Centre sportif,Ahuntsic-Cartierville,x
AR0481,Aréna Francis-Bouillon,45.541738,-73.55146,300781.360676939,5044648.3253219,Aréna,Mercier-Hochelaga-Maisonneuve,x
AR3211,Aréna Rolland,45.616166,-73.620619,295392.999051645,5052925.44455649,Aréna,Montréal-Nord,x
CS0455,Centre sportif Jean-Rougeau,45.547669,-73.620145,295418.564940218,5045313.1783438,Centre sportif,Villeray-Saint-Michel-Parc-Extension,x
CS0101,Centre Morgan - Bain Morgan,45.555444,-73.543664,301390.998308283,5046171.13134288,Centre communautaire,Mercier-Hochelaga-Maisonneuve,x
CC8197,Centre communautaire Bordeaux - Cartierville,45.562919,-73.662553,292110.599883865,5047013.76531206,Centre communautaire,Ahuntsic-Cartierville,x
CS0365,Centre Poupart - Bain Quintal,45.528986,-73.548766,300990.881009879,5043231.04988054,Centre communautaire,Ville-Marie,x
AR3148,Aréna Martin-Brodeur,45.585327,-73.597761,297171.50217786,5049495.80452094,Aréna,Saint-Léonard,x
VB0002,Cour municipale de Montréal,45.509709,-73.554406,300548.888442887,5041089.0642653,Cour municipale,Ville-Marie,x
CC0569,Centre Alexandre-DeSève,45.524463,-73.561292,300012.089733729,5042729.07514199,Centre des loisirs,Ville-Marie,x
VB3670,Cour municipale de Montréal - Est de lÎle,45.589869,-73.539314,301732.492718925,5049996.66983664,Cour municipale,Mercier-Hochelaga-Maisonneuve,x
PC0001,Rue Saint-Paul O / ruelle Chagouamigon,45.503014,-73.555123,300492.353743225,5040345.08337934,Intersection,Ville-Marie,x
PC0002,311 Place d'Youville,45.501337,-73.555539,300459.716120306,5040158.7399636,Place publique,Ville-Marie,x
PC0003,Rue  Saint-Pierre / rue des Récollets,45.502034,-73.557959,300270.652886056,5040236.33150397,Intersection,Ville-Marie,x
PC0004,Rue Saint-Jean / rue de l'Hôpital,45.502759,-73.557628,300296.577488403,5040316.88249191,Intersection,Ville-Marie,x
PC0005,Rue Saint-Paul O / rue François Xavier,45.502735,-73.555528,300460.683148429,5040314.0997713,Intersection,Ville-Marie,x
PC0006,Rue Saint-Paul O/ rue Saint-Dizier,45.505152,-73.553969,300582.69395445,5040582.61917979,Intersection,Ville-Marie,x
PC0007,Rue Saint-Jean / rue Notre-Dame O,45.503005,-73.558089,300260.571753865,5040344.24654124,Intersection,Ville-Marie,x
PC0008,Rue du Saint-Sacrement / rue Saint-Éloi,45.502807,-73.5564,300392.545050234,5040322.14864247,Intersection,Ville-Marie,x
CS0302,Piscine Lévesque,45.526197,-73.57794,298711.794999612,5042922.90366709,Centre sportif,Le Plateau-Mont-Royal,x
AR3035,Aréna Chaumont,45.611117,-73.546364,301183.77588708,5052358.30482031,Aréna,Anjou,x
